PeXrefScanner report for C:\servers\scum\SCUM\Binaries\Win64\SCUMServer.exe 
ImageBase=0x140000000 
Searched strings: 
  [UTF-16] "Player must be developer" @ VA 0x1459550e0 
  [UTF-16] "Not authorized to execute command" @ VA 0x145955180 
  [UTF-16] "Command is on cooldown. Try again later." @ VA 0x145955120 
  [UTF-16] "Command is disabled in shipping build" @ VA 0x145955090 
 
=== XREF: [UTF-16] "Command is on cooldown. Try again later." at VA 0x1418c7c75 (file offset 0x18c7275) === 
  0x1418c7ae5  xor [rax-0x75], cl 
  0x1418c7fc5  movups xmm0, [0x0000000145955100]
  0x1418c7fcc  movups [rcx+0x20], xmm0
  0x1418c7fd0  mov eax, [0x0000000145955110]
  0x1418c7fd6  mov [rcx+0x30], eax
  0x1418c7fd9  xor al, al
  0x1418c7fdb  mov rbx, [rsp+0x30]
  0x1418c7fe0  add rsp, 0x20
  0x1418c7fe4  pop rdi
  0x1418c7fe5  ret
  0x1418c7fe6  mov rbx, [rsp+0x30]
  0x1418c7feb  mov al, 0x01
  0x1418c7fed  add rsp, 0x20
  0x1418c7ff1  pop rdi
  0x1418c7ff2  ret
  0x1418c7ff3  int3
  0x1418c7ff4  int3
  0x1418c7ff5  int3
  0x1418c7ff6  int3
  0x1418c7ff7  int3
  0x1418c7ff8  int3
  0x1418c7ff9  int3
  0x1418c7ffa  int3
  0x1418c7ffb  int3
  0x1418c7ffc  int3
  0x1418c7ffd  int3
  0x1418c7ffe  int3
  0x1418c7fff  int3
  0x1418c8000  test rdx, rdx
  0x1418c8003  jz 0x00000001418C8608
  0x1418c8009  push rbp
  0x1418c800a  push rsi
  0x1418c800b  push r13
  0x1418c800d  lea rbp, [rsp-0x50]
  0x1418c8012  sub rsp, 0x150
  0x1418c8019  mov rax, [0x00000001473D54D8]
  0x1418c8020  xor rax, rsp
  0x1418c8023  mov [rbp+0x20], rax
  0x1418c8027  mov rsi, rdx
  0x1418c802a  mov [rsp+0x30], rdx
  0x1418c802f  lea rdx, [0x0000000147422560]
  0x1418c8036  mov [rsp+0x50], rcx
  0x1418c803b  mov r13, rcx
  0x1418c803e  call 0x00000001418E9B20
  0x1418c8043  test eax, eax
  0x1418c8045  js 0x00000001418C85F1
  0x1418c804b  cmp eax, [r13+0x228]
  0x1418c8052  jnl 0x00000001418C85F1
  0x1418c8058  mov [rsp+0x148], rdi
  0x1418c8060  cdqe
  0x1418c8062  imul rdi, rax, 0x70
  0x1418c8066  add rdi, [r13+0x220]
  0x1418c806d  jz 0x00000001418C85E9
  0x1418c8073  mov [rsp+0x180], rbx
  0x1418c807b  mov [rsp+0x138], r14
  0x1418c8083  xor r14d, r14d
  0x1418c8086  mov ebx, r14d
  0x1418c8089  cmp [rdi+0x18], ebx
  0x1418c808c  jle 0x00000001418C85D9
  0x1418c8092  mov rax, [rdi+0x10]
  0x1418c8096  mov rdx, rsi
  0x1418c8099  movsxd rcx, ebx
  0x1418c809c  lea rcx, [rax+rcx*8]
  0x1418c80a0  call 0x000000014091A380
  0x1418c80a5  test al, al
  0x1418c80a7  jnz 0x00000001418C80B5
  0x1418c80a9  inc ebx
  0x1418c80ab  cmp ebx, [rdi+0x18]
  0x1418c80ae  jl 0x00000001418C8092
  0x1418c80b0  jmp 0x00000001418C85D9
  0x1418c80b5  movsxd rbx, dword ptr [0x00000001474224A8]
  0x1418c80bc  mov rdi, [0x00000001474224A0]
  0x1418c80c3  mov [rsp+0x140], r12
  0x1418c80cb  mov [rsp+0x130], r15
  0x1418c80d3  mov [rsp+0x20], r14
  0x1418c80d8  mov [rsp+0x2C], r14d
  0x1418c80dd  mov [rsp+0x60], r14
  0x1418c80e2  mov [rsp+0x68], ebx
  0x1418c80e6  test ebx, ebx
  0x1418c80e8  jnz 0x00000001418C80F1
  0x1418c80ea  mov [rsp+0x6C], r14d
  0x1418c80ef  jmp 0x00000001418C8113
  0x1418c80f1  xor r8d, r8d
  0x1418c80f4  lea rcx, [rsp+0x60]
  0x1418c80f9  mov edx, ebx
  0x1418c80fb  call 0x0000000140918AE0
  0x1418c8100  mov rcx, [rsp+0x60]
  0x1418c8105  mov r8, rbx
  0x1418c8108  add r8, r8
  0x1418c810b  mov rdx, rdi
  0x1418c810e  call 0x000000014508A99B
  0x1418c8113  movsxd rbx, dword ptr [0x00000001474224B8]
  0x1418c811a  mov rdi, [0x00000001474224B0]
  0x1418c8121  mov [rsp+0x70], r14
  0x1418c8126  mov [rsp+0x78], ebx
  0x1418c812a  test ebx, ebx
  0x1418c812c  jnz 0x00000001418C8135
  0x1418c812e  mov [rsp+0x7C], r14d
  0x1418c8133  jmp 0x00000001418C8157
  0x1418c8135  xor r8d, r8d
  0x1418c8138  lea rcx, [rsp+0x70]
  0x1418c813d  mov edx, ebx
  0x1418c813f  call 0x0000000140918AE0
  0x1418c8144  mov rcx, [rsp+0x70]
  0x1418c8149  mov r8, rbx
  0x1418c814c  add r8, r8
  0x1418c814f  mov rdx, rdi
  0x1418c8152  call 0x000000014508A99B
  0x1418c8157  movsxd rbx, dword ptr [0x00000001474224C8]
  0x1418c815e  mov rdi, [0x00000001474224C0]
  0x1418c8165  mov [rbp-0x80], r14

=== XREF: [UTF-16] "Command is disabled in shipping build" at VA 0x1418c7f1c (file offset 0x18c751c) ===
  0x1418c7d8c  sub [0x00000001459551A0], al
  0x1418c7d92  movups [rcx+0x20], xmm0
  0x1418c7d96  movaps xmm1, [0x00000001459551B0]
  0x1418c7d9d  movups [rcx+0x30], xmm1
  0x1418c7da1  mov eax, [0x00000001459551C0]
  0x1418c7da7  mov [rcx+0x40], eax
  0x1418c7daa  movzx eax, word ptr [0x00000001459551C4]
  0x1418c7db1  mov [rcx+0x44], ax
  0x1418c7db5  jmp 0x00000001418C7CF7
  0x1418c7dba  mov al, 0x01
  0x1418c7dbc  jmp 0x00000001418C7CF9
  0x1418c7dc1  int3
  0x1418c7dc2  int3
  0x1418c7dc3  int3
  0x1418c7dc4  int3
  0x1418c7dc5  int3
  0x1418c7dc6  int3
  0x1418c7dc7  int3
  0x1418c7dc8  int3
  0x1418c7dc9  int3
  0x1418c7dca  int3
  0x1418c7dcb  int3
  0x1418c7dcc  int3
  0x1418c7dcd  int3
  0x1418c7dce  int3
  0x1418c7dcf  int3
  0x1418c7dd0  push rbx
  0x1418c7dd2  sub rsp, 0x30
  0x1418c7dd6  xor eax, eax
  0x1418c7dd8  lea r8, [rsp+0x20]
  0x1418c7ddd  mov [rsp+0x20], rax
  0x1418c7de2  mov [rsp+0x28], rax
  0x1418c7de7  mov rax, [rcx]
  0x1418c7dea  call [rax+0x278]
  0x1418c7df0  mov rcx, [rsp+0x20]
  0x1418c7df5  movzx ebx, al
  0x1418c7df8  test rcx, rcx
  0x1418c7dfb  jz 0x00000001418C7E05
  0x1418c7dfd  call 0x0000000142A0D370
  0x1418c7e02  movzx eax, bl
  0x1418c7e05  add rsp, 0x30
  0x1418c7e09  pop rbx
  0x1418c7e0a  ret
  0x1418c7e0b  int3
  0x1418c7e0c  int3
  0x1418c7e0d  int3
  0x1418c7e0e  int3
  0x1418c7e0f  int3
  0x1418c7e10  mov [rsp+0x08], rbx
  0x1418c7e15  push rdi
  0x1418c7e16  sub rsp, 0x20
  0x1418c7e1a  cmp byte ptr [rcx+0x50], 0x00
  0x1418c7e1e  mov rbx, r8
  0x1418c7e21  mov rdi, rcx
  0x1418c7e24  jnz 0x00000001418C7EAB
  0x1418c7e2a  lea rax, [0x0000000145955060]
  0x1418c7e31  cmp [r8], rax
  0x1418c7e34  jz 0x00000001418C7FD9
  0x1418c7e3a  mov ecx, [r8+0x0C]
  0x1418c7e3e  xor edx, edx
  0x1418c7e40  mov [r8+0x08], edx
  0x1418c7e44  cmp ecx, 0x15
  0x1418c7e47  jz 0x00000001418C7E5C
  0x1418c7e49  mov edx, 0x15
  0x1418c7e4e  mov rcx, rbx
  0x1418c7e51  call 0x0000000140919310
  0x1418c7e56  mov edx, [rbx+0x08]
  0x1418c7e59  mov ecx, [rbx+0x0C]
  0x1418c7e5c  lea eax, [rdx+0x15]
  0x1418c7e5f  mov [rbx+0x08], eax
  0x1418c7e62  cmp eax, ecx
  0x1418c7e64  jle 0x00000001418C7E6E
  0x1418c7e66  mov rcx, rbx
  0x1418c7e69  call 0x0000000140918E20
  0x1418c7e6e  movups xmm0, [0x0000000145955060]
  0x1418c7e75  mov rcx, [rbx]
  0x1418c7e78  movups [rcx], xmm0
  0x1418c7e7b  movups xmm1, [0x0000000145955070]
  0x1418c7e82  movups [rcx+0x10], xmm1
  0x1418c7e86  movsd xmm0, qword ptr [0x0000000145955080]
  0x1418c7e8e  movsd [rcx+0x20], xmm0
  0x1418c7e93  movzx eax, word ptr [0x0000000145955088]
  0x1418c7e9a  mov [rcx+0x28], ax
  0x1418c7e9e  xor al, al
  0x1418c7ea0  mov rbx, [rsp+0x30]
  0x1418c7ea5  add rsp, 0x20
  0x1418c7ea9  pop rdi
  0x1418c7eaa  ret
  0x1418c7eab  cmp byte ptr [rcx+0x51], 0x00
  0x1418c7eaf  jnz 0x00000001418C7F55
  0x1418c7eb5  lea rax, [0x0000000145955090]
  0x1418c7ebc  cmp [r8], rax
  0x1418c7ebf  jz 0x00000001418C7FD9
  0x1418c7ec5  mov ecx, [r8+0x0C]
  0x1418c7ec9  xor edx, edx
  0x1418c7ecb  mov [r8+0x08], edx
  0x1418c7ecf  cmp ecx, 0x27
  0x1418c7ed2  jz 0x00000001418C7EE7
  0x1418c7ed4  mov edx, 0x27
  0x1418c7ed9  mov rcx, rbx
  0x1418c7edc  call 0x0000000140919310
  0x1418c7ee1  mov edx, [rbx+0x08]
  0x1418c7ee4  mov ecx, [rbx+0x0C]
  0x1418c7ee7  lea eax, [rdx+0x27]
  0x1418c7eea  mov [rbx+0x08], eax
  0x1418c7eed  cmp eax, ecx
  0x1418c7eef  jle 0x00000001418C7EF9
  0x1418c7ef1  mov rcx, rbx
  0x1418c7ef4  call 0x0000000140918E20
  0x1418c7ef9  movaps xmm0, [0x0000000145955090]
  0x1418c7f00  mov rcx, [rbx]
  0x1418c7f03  movups [rcx], xmm0
  0x1418c7f06  movaps xmm1, [0x00000001459550A0]
  0x1418c7f0d  movups [rcx+0x10], xmm1
  0x1418c7f11  movaps xmm0, [0x00000001459550B0]
  0x1418c7f18  movups [rcx+0x20], xmm0
  0x1418c7f1c  movaps xmm1, [0x00000001459550C0] <== XREF HERE
  0x1418c7f23  movups [rcx+0x30], xmm1
  0x1418c7f27  movsd xmm0, qword ptr [0x00000001459550D0]
  0x1418c7f2f  movsd [rcx+0x40], xmm0
  0x1418c7f34  mov eax, [0x00000001459550D8]
  0x1418c7f3a  mov [rcx+0x48], eax
  0x1418c7f3d  movzx eax, word ptr [0x00000001459550DC]
  0x1418c7f44  mov [rcx+0x4C], ax
  0x1418c7f48  xor al, al
  0x1418c7f4a  mov rbx, [rsp+0x30]
  0x1418c7f4f  add rsp, 0x20
  0x1418c7f53  pop rdi
  0x1418c7f54  ret
  0x1418c7f55  mov rcx, rdx
  0x1418c7f58  call 0x0000000141A4D050
  0x1418c7f5d  mov rcx, rax
  0x1418c7f60  call 0x0000000141F24E20
  0x1418c7f65  cmp byte ptr [rdi+0x52], 0x04
  0x1418c7f69  jnz 0x00000001418C7FE6
  0x1418c7f6b  test al, al
  0x1418c7f6d  jnz 0x00000001418C7FE6
  0x1418c7f6f  lea rax, [0x00000001459550E0]
  0x1418c7f76  cmp [rbx], rax
  0x1418c7f79  jz 0x00000001418C7FD9
  0x1418c7f7b  mov ecx, [rbx+0x0C]
  0x1418c7f7e  xor edx, edx
  0x1418c7f80  mov [rbx+0x08], edx
  0x1418c7f83  cmp ecx, 0x1A
  0x1418c7f86  jz 0x00000001418C7F9B
  0x1418c7f88  mov edx, 0x1A
  0x1418c7f8d  mov rcx, rbx
  0x1418c7f90  call 0x0000000140919310
  0x1418c7f95  mov edx, [rbx+0x08]
  0x1418c7f98  mov ecx, [rbx+0x0C]
  0x1418c7f9b  lea eax, [rdx+0x1A]
  0x1418c7f9e  mov [rbx+0x08], eax
  0x1418c7fa1  cmp eax, ecx
  0x1418c7fa3  jle 0x00000001418C7FAD
  0x1418c7fa5  mov rcx, rbx
  0x1418c7fa8  call 0x0000000140918E20
  0x1418c7fad  movups xmm0, [0x00000001459550E0]
  0x1418c7fb4  mov rcx, [rbx]
  0x1418c7fb7  movups [rcx], xmm0
  0x1418c7fba  movups xmm1, [0x00000001459550F0]
  0x1418c7fc1  movups [rcx+0x10], xmm1
  0x1418c7fc5  movups xmm0, [0x0000000145955100]
  0x1418c7fcc  movups [rcx+0x20], xmm0
  0x1418c7fd0  mov eax, [0x0000000145955110]
  0x1418c7fd6  mov [rcx+0x30], eax
  0x1418c7fd9  xor al, al
  0x1418c7fdb  mov rbx, [rsp+0x30]
  0x1418c7fe0  add rsp, 0x20
  0x1418c7fe4  pop rdi
  0x1418c7fe5  ret
  0x1418c7fe6  mov rbx, [rsp+0x30]
  0x1418c7feb  mov al, 0x01
  0x1418c7fed  add rsp, 0x20
  0x1418c7ff1  pop rdi
  0x1418c7ff2  ret
  0x1418c7ff3  int3
  0x1418c7ff4  int3
  0x1418c7ff5  int3
  0x1418c7ff6  int3
  0x1418c7ff7  int3
  0x1418c7ff8  int3
  0x1418c7ff9  int3
  0x1418c7ffa  int3
  0x1418c7ffb  int3
  0x1418c7ffc  int3
  0x1418c7ffd  int3
  0x1418c7ffe  int3
  0x1418c7fff  int3
  0x1418c8000  test rdx, rdx
  0x1418c8003  jz 0x00000001418C8608
  0x1418c8009  push rbp
  0x1418c800a  push rsi
  0x1418c800b  push r13
  0x1418c800d  lea rbp, [rsp-0x50]
  0x1418c8012  sub rsp, 0x150
  0x1418c8019  mov rax, [0x00000001473D54D8]
  0x1418c8020  xor rax, rsp
  0x1418c8023  mov [rbp+0x20], rax
  0x1418c8027  mov rsi, rdx
  0x1418c802a  mov [rsp+0x30], rdx
  0x1418c802f  lea rdx, [0x0000000147422560]
  0x1418c8036  mov [rsp+0x50], rcx
  0x1418c803b  mov r13, rcx
  0x1418c803e  call 0x00000001418E9B20
  0x1418c8043  test eax, eax
  0x1418c8045  js 0x00000001418C85F1
  0x1418c804b  cmp eax, [r13+0x228]
  0x1418c8052  jnl 0x00000001418C85F1
  0x1418c8058  mov [rsp+0x148], rdi
  0x1418c8060  cdqe
  0x1418c8062  imul rdi, rax, 0x70
  0x1418c8066  add rdi, [r13+0x220]
  0x1418c806d  jz 0x00000001418C85E9
  0x1418c8073  mov [rsp+0x180], rbx
  0x1418c807b  mov [rsp+0x138], r14
  0x1418c8083  xor r14d, r14d
  0x1418c8086  mov ebx, r14d
  0x1418c8089  cmp [rdi+0x18], ebx
  0x1418c808c  jle 0x00000001418C85D9
  0x1418c8092  mov rax, [rdi+0x10]
  0x1418c8096  mov rdx, rsi
  0x1418c8099  movsxd rcx, ebx
  0x1418c809c  lea rcx, [rax+rcx*8]
  0x1418c80a0  call 0x000000014091A380
  0x1418c80a5  test al, al
  0x1418c80a7  jnz 0x00000001418C80B5
  0x1418c80a9  inc ebx
  0x1418c80ab  cmp ebx, [rdi+0x18]
  0x1418c80ae  jl 0x00000001418C8092
  0x1418c80b0  jmp 0x00000001418C85D9
  0x1418c80b5  movsxd rbx, dword ptr [0x00000001474224A8]
  0x1418c80bc  mov rdi, [0x00000001474224A0]
  0x1418c80c3  mov [rsp+0x140], r12
  0x1418c80cb  mov [rsp+0x130], r15
  0x1418c80d3  mov [rsp+0x20], r14
  0x1418c80d8  mov [rsp+0x2C], r14d
  0x1418c80dd  mov [rsp+0x60], r14
  0x1418c80e2  mov [rsp+0x68], ebx
  0x1418c80e6  test ebx, ebx
  0x1418c80e8  jnz 0x00000001418C80F1
  0x1418c80ea  mov [rsp+0x6C], r14d
  0x1418c80ef  jmp 0x00000001418C8113
  0x1418c80f1  xor r8d, r8d
  0x1418c80f4  lea rcx, [rsp+0x60]
  0x1418c80f9  mov edx, ebx
  0x1418c80fb  call 0x0000000140918AE0
  0x1418c8100  mov rcx, [rsp+0x60]
  0x1418c8105  mov r8, rbx
  0x1418c8108  add r8, r8
  0x1418c810b  mov rdx, rdi
  0x1418c810e  call 0x000000014508A99B
  0x1418c8113  movsxd rbx, dword ptr [0x00000001474224B8]
  0x1418c811a  mov rdi, [0x00000001474224B0]
  0x1418c8121  mov [rsp+0x70], r14
  0x1418c8126  mov [rsp+0x78], ebx
  0x1418c812a  test ebx, ebx
  0x1418c812c  jnz 0x00000001418C8135
  0x1418c812e  mov [rsp+0x7C], r14d
  0x1418c8133  jmp 0x00000001418C8157
  0x1418c8135  xor r8d, r8d
  0x1418c8138  lea rcx, [rsp+0x70]
  0x1418c813d  mov edx, ebx
  0x1418c813f  call 0x0000000140918AE0
  0x1418c8144  mov rcx, [rsp+0x70]
  0x1418c8149  mov r8, rbx
  0x1418c814c  add r8, r8
  0x1418c814f  mov rdx, rdi
  0x1418c8152  call 0x000000014508A99B
  0x1418c8157  movsxd rbx, dword ptr [0x00000001474224C8]
  0x1418c815e  mov rdi, [0x00000001474224C0]
  0x1418c8165  mov [rbp-0x80], r14
  0x1418c8169  mov [rbp-0x78], ebx
  0x1418c816c  test ebx, ebx
  0x1418c816e  jnz 0x00000001418C8176
  0x1418c8170  mov [rbp-0x74], r14d

=== XREF: [UTF-16] "Player must be developer" at VA 0x1418c7f6f (file offset 0x18c756f) ===
  0x1418c7ddf  and al, 0x20
  0x1418c7de2  mov [rsp+0x28], rax
  0x1418c7de7  mov rax, [rcx]
  0x1418c7dea  call [rax+0x278]
  0x1418c7df0  mov rcx, [rsp+0x20]
  0x1418c7df5  movzx ebx, al
  0x1418c7df8  test rcx, rcx
  0x1418c7dfb  jz 0x00000001418C7E05
  0x1418c7dfd  call 0x0000000142A0D370
  0x1418c7e02  movzx eax, bl
  0x1418c7e05  add rsp, 0x30
  0x1418c7e09  pop rbx
  0x1418c7e0a  ret
  0x1418c7e0b  int3
  0x1418c7e0c  int3
  0x1418c7e0d  int3
  0x1418c7e0e  int3
  0x1418c7e0f  int3
  0x1418c7e10  mov [rsp+0x08], rbx
  0x1418c7e15  push rdi
  0x1418c7e16  sub rsp, 0x20
  0x1418c7e1a  cmp byte ptr [rcx+0x50], 0x00
  0x1418c7e1e  mov rbx, r8
  0x1418c7e21  mov rdi, rcx
  0x1418c7e24  jnz 0x00000001418C7EAB
  0x1418c7e2a  lea rax, [0x0000000145955060]
  0x1418c7e31  cmp [r8], rax
  0x1418c7e34  jz 0x00000001418C7FD9
  0x1418c7e3a  mov ecx, [r8+0x0C]
  0x1418c7e3e  xor edx, edx
  0x1418c7e40  mov [r8+0x08], edx
  0x1418c7e44  cmp ecx, 0x15
  0x1418c7e47  jz 0x00000001418C7E5C
  0x1418c7e49  mov edx, 0x15
  0x1418c7e4e  mov rcx, rbx
  0x1418c7e51  call 0x0000000140919310
  0x1418c7e56  mov edx, [rbx+0x08]
  0x1418c7e59  mov ecx, [rbx+0x0C]
  0x1418c7e5c  lea eax, [rdx+0x15]
  0x1418c7e5f  mov [rbx+0x08], eax
  0x1418c7e62  cmp eax, ecx
  0x1418c7e64  jle 0x00000001418C7E6E
  0x1418c7e66  mov rcx, rbx
  0x1418c7e69  call 0x0000000140918E20
  0x1418c7e6e  movups xmm0, [0x0000000145955060]
  0x1418c7e75  mov rcx, [rbx]
  0x1418c7e78  movups [rcx], xmm0
  0x1418c7e7b  movups xmm1, [0x0000000145955070]
  0x1418c7e82  movups [rcx+0x10], xmm1
  0x1418c7e86  movsd xmm0, qword ptr [0x0000000145955080]
  0x1418c7e8e  movsd [rcx+0x20], xmm0
  0x1418c7e93  movzx eax, word ptr [0x0000000145955088]
  0x1418c7e9a  mov [rcx+0x28], ax
  0x1418c7e9e  xor al, al
  0x1418c7ea0  mov rbx, [rsp+0x30]
  0x1418c7ea5  add rsp, 0x20
  0x1418c7ea9  pop rdi
  0x1418c7eaa  ret
  0x1418c7eab  cmp byte ptr [rcx+0x51], 0x00
  0x1418c7eaf  jnz 0x00000001418C7F55
  0x1418c7eb5  lea rax, [0x0000000145955090]
  0x1418c7ebc  cmp [r8], rax
  0x1418c7ebf  jz 0x00000001418C7FD9
  0x1418c7ec5  mov ecx, [r8+0x0C]
  0x1418c7ec9  xor edx, edx
  0x1418c7ecb  mov [r8+0x08], edx
  0x1418c7ecf  cmp ecx, 0x27
  0x1418c7ed2  jz 0x00000001418C7EE7
  0x1418c7ed4  mov edx, 0x27
  0x1418c7ed9  mov rcx, rbx
  0x1418c7edc  call 0x0000000140919310
  0x1418c7ee1  mov edx, [rbx+0x08]
  0x1418c7ee4  mov ecx, [rbx+0x0C]
  0x1418c7ee7  lea eax, [rdx+0x27]
  0x1418c7eea  mov [rbx+0x08], eax
  0x1418c7eed  cmp eax, ecx
  0x1418c7eef  jle 0x00000001418C7EF9
  0x1418c7ef1  mov rcx, rbx
  0x1418c7ef4  call 0x0000000140918E20
  0x1418c7ef9  movaps xmm0, [0x0000000145955090]
  0x1418c7f00  mov rcx, [rbx]
  0x1418c7f03  movups [rcx], xmm0
  0x1418c7f06  movaps xmm1, [0x00000001459550A0]
  0x1418c7f0d  movups [rcx+0x10], xmm1
  0x1418c7f11  movaps xmm0, [0x00000001459550B0]
  0x1418c7f18  movups [rcx+0x20], xmm0
  0x1418c7f1c  movaps xmm1, [0x00000001459550C0]
  0x1418c7f23  movups [rcx+0x30], xmm1
  0x1418c7f27  movsd xmm0, qword ptr [0x00000001459550D0]
  0x1418c7f2f  movsd [rcx+0x40], xmm0
  0x1418c7f34  mov eax, [0x00000001459550D8]
  0x1418c7f3a  mov [rcx+0x48], eax
  0x1418c7f3d  movzx eax, word ptr [0x00000001459550DC]
  0x1418c7f44  mov [rcx+0x4C], ax
  0x1418c7f48  xor al, al
  0x1418c7f4a  mov rbx, [rsp+0x30]
  0x1418c7f4f  add rsp, 0x20
  0x1418c7f53  pop rdi
  0x1418c7f54  ret
  0x1418c7f55  mov rcx, rdx
  0x1418c7f58  call 0x0000000141A4D050
  0x1418c7f5d  mov rcx, rax
  0x1418c7f60  call 0x0000000141F24E20
  0x1418c7f65  cmp byte ptr [rdi+0x52], 0x04
  0x1418c7f69  jnz 0x00000001418C7FE6
  0x1418c7f6b  test al, al
  0x1418c7f6d  jnz 0x00000001418C7FE6
  0x1418c7f6f  lea rax, [0x00000001459550E0] <== XREF HERE
  0x1418c7f76  cmp [rbx], rax
  0x1418c7f79  jz 0x00000001418C7FD9
  0x1418c7f7b  mov ecx, [rbx+0x0C]
  0x1418c7f7e  xor edx, edx
  0x1418c7f80  mov [rbx+0x08], edx
  0x1418c7f83  cmp ecx, 0x1A
  0x1418c7f86  jz 0x00000001418C7F9B
  0x1418c7f88  mov edx, 0x1A
  0x1418c7f8d  mov rcx, rbx
  0x1418c7f90  call 0x0000000140919310
  0x1418c7f95  mov edx, [rbx+0x08]
  0x1418c7f98  mov ecx, [rbx+0x0C]
  0x1418c7f9b  lea eax, [rdx+0x1A]
  0x1418c7f9e  mov [rbx+0x08], eax
  0x1418c7fa1  cmp eax, ecx
  0x1418c7fa3  jle 0x00000001418C7FAD
  0x1418c7fa5  mov rcx, rbx
  0x1418c7fa8  call 0x0000000140918E20
  0x1418c7fad  movups xmm0, [0x00000001459550E0]
  0x1418c7fb4  mov rcx, [rbx]
  0x1418c7fb7  movups [rcx], xmm0
  0x1418c7fba  movups xmm1, [0x00000001459550F0]
  0x1418c7fc1  movups [rcx+0x10], xmm1
  0x1418c7fc5  movups xmm0, [0x0000000145955100]
  0x1418c7fcc  movups [rcx+0x20], xmm0
  0x1418c7fd0  mov eax, [0x0000000145955110]
  0x1418c7fd6  mov [rcx+0x30], eax
  0x1418c7fd9  xor al, al
  0x1418c7fdb  mov rbx, [rsp+0x30]
  0x1418c7fe0  add rsp, 0x20
  0x1418c7fe4  pop rdi
  0x1418c7fe5  ret
  0x1418c7fe6  mov rbx, [rsp+0x30]
  0x1418c7feb  mov al, 0x01
  0x1418c7fed  add rsp, 0x20
  0x1418c7ff1  pop rdi
  0x1418c7ff2  ret
  0x1418c7ff3  int3
  0x1418c7ff4  int3
  0x1418c7ff5  int3
  0x1418c7ff6  int3
  0x1418c7ff7  int3
  0x1418c7ff8  int3
  0x1418c7ff9  int3
  0x1418c7ffa  int3
  0x1418c7ffb  int3
  0x1418c7ffc  int3
  0x1418c7ffd  int3
  0x1418c7ffe  int3
  0x1418c7fff  int3
  0x1418c8000  test rdx, rdx
  0x1418c8003  jz 0x00000001418C8608
  0x1418c8009  push rbp
  0x1418c800a  push rsi
  0x1418c800b  push r13
  0x1418c800d  lea rbp, [rsp-0x50]
  0x1418c8012  sub rsp, 0x150
  0x1418c8019  mov rax, [0x00000001473D54D8]
  0x1418c8020  xor rax, rsp
  0x1418c8023  mov [rbp+0x20], rax
  0x1418c8027  mov rsi, rdx
  0x1418c802a  mov [rsp+0x30], rdx
  0x1418c802f  lea rdx, [0x0000000147422560]
  0x1418c8036  mov [rsp+0x50], rcx
  0x1418c803b  mov r13, rcx
  0x1418c803e  call 0x00000001418E9B20
  0x1418c8043  test eax, eax
  0x1418c8045  js 0x00000001418C85F1
  0x1418c804b  cmp eax, [r13+0x228]
  0x1418c8052  jnl 0x00000001418C85F1
  0x1418c8058  mov [rsp+0x148], rdi
  0x1418c8060  cdqe
  0x1418c8062  imul rdi, rax, 0x70
  0x1418c8066  add rdi, [r13+0x220]
  0x1418c806d  jz 0x00000001418C85E9
  0x1418c8073  mov [rsp+0x180], rbx
  0x1418c807b  mov [rsp+0x138], r14
  0x1418c8083  xor r14d, r14d
  0x1418c8086  mov ebx, r14d
  0x1418c8089  cmp [rdi+0x18], ebx
  0x1418c808c  jle 0x00000001418C85D9
  0x1418c8092  mov rax, [rdi+0x10]
  0x1418c8096  mov rdx, rsi
  0x1418c8099  movsxd rcx, ebx
  0x1418c809c  lea rcx, [rax+rcx*8]
  0x1418c80a0  call 0x000000014091A380
  0x1418c80a5  test al, al
  0x1418c80a7  jnz 0x00000001418C80B5
  0x1418c80a9  inc ebx
  0x1418c80ab  cmp ebx, [rdi+0x18]
  0x1418c80ae  jl 0x00000001418C8092
  0x1418c80b0  jmp 0x00000001418C85D9
  0x1418c80b5  movsxd rbx, dword ptr [0x00000001474224A8]
  0x1418c80bc  mov rdi, [0x00000001474224A0]
  0x1418c80c3  mov [rsp+0x140], r12
  0x1418c80cb  mov [rsp+0x130], r15
  0x1418c80d3  mov [rsp+0x20], r14
  0x1418c80d8  mov [rsp+0x2C], r14d
  0x1418c80dd  mov [rsp+0x60], r14
  0x1418c80e2  mov [rsp+0x68], ebx
  0x1418c80e6  test ebx, ebx
  0x1418c80e8  jnz 0x00000001418C80F1
  0x1418c80ea  mov [rsp+0x6C], r14d
  0x1418c80ef  jmp 0x00000001418C8113
  0x1418c80f1  xor r8d, r8d
  0x1418c80f4  lea rcx, [rsp+0x60]
  0x1418c80f9  mov edx, ebx
  0x1418c80fb  call 0x0000000140918AE0
  0x1418c8100  mov rcx, [rsp+0x60]
  0x1418c8105  mov r8, rbx
  0x1418c8108  add r8, r8
  0x1418c810b  mov rdx, rdi
  0x1418c810e  call 0x000000014508A99B
  0x1418c8113  movsxd rbx, dword ptr [0x00000001474224B8]
  0x1418c811a  mov rdi, [0x00000001474224B0]
  0x1418c8121  mov [rsp+0x70], r14
  0x1418c8126  mov [rsp+0x78], ebx
  0x1418c812a  test ebx, ebx
  0x1418c812c  jnz 0x00000001418C8135
  0x1418c812e  mov [rsp+0x7C], r14d
  0x1418c8133  jmp 0x00000001418C8157
  0x1418c8135  xor r8d, r8d
  0x1418c8138  lea rcx, [rsp+0x70]
  0x1418c813d  mov edx, ebx
